Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
FAS_232,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,EXCI,351,Introduction to the Biomechanics of Human Movement,Laboratory,Courses,Course-integrated,,3.0
FAS_233,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,EXCI,352,Essentials of Exercise Testing and Training in Athletic Populations,Laboratory,Courses,Course-integrated,,3.0
FAS_234,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,EXCI,357,Human Physiology II: The Cardiovascular and Respiratory Systems,Laboratory,Courses,Course-integrated,,3.0
FAS_235,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,EXCI,358,Physiology of Exercise,Laboratory,Courses,Course-integrated,,3.0
FAS_236,FAS,"Health, Kinesiology and Applied Physiology",Clinical Exercise Physiology,Undergraduate,Bachelor,KCEP,349,"Assessment, Interpretation, and Rehabilitation in Neuromuscular Physiology",Laboratory,Courses,Course-integrated,,3.0
FAS_237,FAS,"Health, Kinesiology and Applied Physiology",Clinical Exercise Physiology,Undergraduate,Bachelor,KCEP,449,"Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations",Laboratory,Courses,Course-integrated,,3.0
FAS_238,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,EXCI,455,"Physical Activity, Health and Aging",Laboratory,Courses,Course-integrated,,3.0
FAS_239,FAS,"Health, Kinesiology and Applied Physiology",Health and Exercise Science,Graduate,PhD,HEXS,801,Scientific Communication and Pedagogy in Health and Exercise Science,"Development of course objectives and a course outline, along with preparing and presenting a lecture at the undergraduate level",Courses,Course-integrated,,3.0
FAS_24,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Certificate,AHSC,660,Philosophy and Ethics of Intervention,"Course-integrated project; Case studies; Hands-on
workshops",,Course-integrated,,3.0
FAS_241,FAS,"Geography, Planning and Environment",Environmental Assessment,Graduate,Master,ENVS,608,Getting Ready for the EA Internship,Workshop,Courses,Course-integrated,,3.0
FAS_242,FAS,"Geography, Planning and Environment",Environmental Assessment,Graduate,Master / Certificate,ENVS,664,Field Course in EA,1-week field trip,Courses,Course-integrated,,3.0
FAS_243,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,GEOG,260,Mapping the Environment,"Practical assignments, Laboratory",Courses,Course-integrated,,6.0
FAS_244,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,GEOG,301,The Sustainable University Campus,"Campus as the laboratory,  workshops, project work",Courses,Course-integrated,,60.0
FAS_245,FAS,"Geography, Planning and Environment",Human Environment,Undergraduate,Bachelor,GEOG,361,Research Design and Qualitative Methods,Involvement in fieldwork outside of class time,Courses,Course-integrated,,3.0
FAS_246,FAS,"Geography, Planning and Environment",Human Environment,Undergraduate,Bachelor,GEOG,362,Statistical Methods,Laboratory,Courses,Course-integrated,,3.0
FAS_247,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental & Sustainability Science, Minor in Geospatial Technologies",Undergraduate,Bachelor,GEOG,363,Geographic Information Systems,"Real-world problem, Laboratory",Courses,Course-integrated,,3.0
FAS_248,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental & Sustainability Science",Undergraduate,Bachelor,GEOG,371,Landscape Ecology,Laboratory,Courses,Course-integrated,,3.0
FAS_249,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental & Sustainability Science",Undergraduate,Bachelor,GEOG,374,Plant Ecology,"Laboratory, mandatory one-day field trip",Courses,Course-integrated,,3.0
FAS_25,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,670,Consultation Methods,Establish effective client-consultant relationships,Courses,Course-integrated,,3.0
FAS_250,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental & Sustainability Science",Undergraduate,Bachelor,GEOG,377,Landform Evolution,Laboratory,Courses,Course-integrated,,3.0
FAS_252,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental & Sustainability Science, Urban Planning, Urban Studies, Minor in Geospatial Technologies",Undergraduate,Bachelor,GEOG,463,Advanced Geographic Information Systems,"Hands-on use of ArcGIS software, Laboratory",Courses,Course-integrated,,3.0
FAS_253,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental & Sustainability Science, Urban Planning, Urban Studies, Minor in Geospatial Technologies",Undergraduate,Bachelor,GEOG,465,Remote Sensing,Laboratory,Courses,Course-integrated,,3.0
FAS_254,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Urban Planning, Urban Studies, Minor in Geospatial Technologies",Undergraduate,Bachelor,GEOG,466,Geomedia and the Geoweb,Laboratory,Courses,Course-integrated,,3.0
FAS_255,FAS,"Geography, Planning and Environment","Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOG,467,Environmental Modelling,Laboratory,Courses,Course-integrated,,3.0
FAS_256,FAS,"Geography, Planning and Environment","Human Environment, Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOG,474,Sustainable Forest Management,Mandatory field trip,Courses,Course-integrated,,3.0
FAS_257,FAS,"Geography, Planning and Environment","Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOL,210,Introduction to the Earth,Laboratory,Courses,Course-integrated,,3.0
FAS_258,FAS,"Geography, Planning and Environment","Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOL,216,Field Methods,2-week field school,Courses,Course-integrated,,3.0
FAS_259,FAS,"Geography, Planning and Environment","Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOL,302,Palaeobiology,Laboratory,Courses,Course-integrated,,3.0
FAS_26,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,675,Introduction to Open Systems Theory,Course-integrated projects; Simulations,,Course-integrated,,3.0
FAS_260,FAS,"Geography, Planning and Environment","Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOL,331,Evolution of the Earth,Laboratory,Courses,Course-integrated,,3.0
FAS_261,FAS,"Geography, Planning and Environment","Environmental & Sustainability Science, Environmental Geography",Undergraduate,Bachelor,GEOL,415,Plate Tectonics and Crustal Evolution,Laboratory,Courses,Course-integrated,,3.0
FAS_262,FAS,"Geography, Planning and Environment","MSc/PhD (Geography, Urban and Environmental Studies), MEnv (Environmental Assessment)",Graduate,Master / PhD / Certificate,HENV,655,Environmental Modelling,Laboratory,Courses,Course-integrated,,3.0
FAS_263,FAS,"Geography, Planning and Environment","MSc/PhD (Geography, Urban and Environmental Studies)",Graduate,PhD,HENV,802,Experiential Learning,Minimum of 200 hours in a research laboratory based outside Concordia University,Courses,Course-integrated,,3.0
FAS_264,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,250,Representation Methods in Urban Studies,Laboratory,Courses,Course-integrated,,3.0
FAS_265,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,260,Analytical Methods in Urban Studies,Laboratory,Courses,Course-integrated,,3.0
FAS_267,FAS,"Geography, Planning and Environment",Urban Planning,Undergraduate,Bachelor,URBS,333,Urban Laboratory,"First-hand knowledge, plans are evaluated by the peer group and experts in the field",Courses,Course-integrated,,3.0
FAS_268,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,335,Geographic Information Systems,"Real-world problem, Laboratory",Courses,Course-integrated,,3.0
FAS_269,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,362,Quantitative Research Methods,Laboratory,Courses,Course-integrated,,3.0
FAS_27,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,680,Facilitating Individual and Group Learning Processes,Laboratory setting plus delivery of a workshop to a community client,Courses,Course-integrated,,3.0
FAS_270,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,420,The Social and Cultural Geographies of Montreal,Field trips,Courses,Course-integrated,,3.0
FAS_271,FAS,"Geography, Planning and Environment",Urban Planning,Undergraduate,Bachelor,URBS,433,Advanced Urban Laboratory,Simulations,Courses,Course-integrated,,3.0
FAS_273,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,483,Directed Studies / Practicum in Urban Planning I,"120 hours with a private or public institution, or community interest group",Practica,Course-integrated,,3.0
FAS_274,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,484,Directed Studies / Practicum in Urban Planning II,"120 hours with a private or public institution, or community interest group",Practica,Course-integrated,,3.0
FAS_275,FAS,History,History,Undergraduate,Bachelor,HIST,380,History and Digital Media,"Hands-on, pilot online history projects",Courses,Course-integrated,,3.0
FAS_276,FAS,History,History,Undergraduate,Bachelor,HIST,388,"Telling Stories: Oral History, Memoryscapes, and Digital Storytelling","Course introduces oral history theory, ethics and practice. As part of the course, students create projects that are based in the community and are designed to apply course material to a real-world situation.",Course-integrated projects,Course-integrated,,3.0
FAS_277,FAS,History,History,Undergraduate,Bachelor,HIST,485,Public History Workshop,Project that presents a historical subject to the public,Courses,Course-integrated,,3.0
FAS_278,FAS,History,History,Undergraduate,Bachelor,HIST,493,Honours Essay Tutorial,"Tutorial, written work, 40 pages in length",Courses,Course-integrated,,3.5
FAS_279,FAS,History,History,Any level,Any degree,HIST,498,Critical Museology (also listed as HIST 670),International Graduate Summer School (2017),Courses,Course-integrated,https://www.concordia.ca/artsci/history/programs/critical-museology.html,3.5
FAS_28,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,685,Coaching Interventions and Processes,Practical components,Courses,Course-integrated,,3.0
FAS_280,FAS,History,History,Any level,Any degree,HIST,498,Edible Environments: In and Beyond Montreal (also listed as HIST 670),International Graduate Summer School (2018),Courses,Course-integrated,https://www.concordia.ca/artsci/academics/summer/edible-environments.html,3.0
FAS_281,FAS,History,History,Graduate,PhD,HIST,889,Doctoral Seminar,"Experience-based seminar for PhD students  in first and second year. Activities focus on professional practice for historians: preparing fellowship and grant applications; presenting conference papers; assessing journal submissions, etc.",Courses,Course-integrated,,3.0
FAS_282,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,206,Introduction to Reporting,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.0
FAS_283,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,207,Introduction to Multimedia,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
FAS_284,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,208,Intermediate Reporting,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
FAS_285,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,209,Intermediate Multimedia,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
FAS_286,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,303,Feature Writing,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.5
FAS_287,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,309,Editing and Page Design,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.0
FAS_288,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,321,Visual Journalism,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.0
FAS_289,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,325,Social Media and Mobile Reporting,"Workshop course, practical out-of-class assignments",,Course-integrated,,3.0
FAS_29,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,690,Practicum A,Practicum,,Course-integrated,,3.0
FAS_290,FAS,Journalism,Journalism,Undergraduate,Bachelor,JOUR,330,Radio Newsroom,Course replicates the working conditions and journalistic experience of a digital newsroom,,Course-integrated,,3.0
